Direction,Protocol,Entity,Configuration,Model,Target subject,Accuracy,Balanced accuracy,Macro precision,Macro recall,Macro F1,Log loss
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P107,0.5887265135699373,0.5651199434567281,0.5478753163345873,0.5651199434567281,0.5326321043640506,1.3825663214918535
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P108,0.5632183908045977,0.5536422884398908,0.5194411486263154,0.5536422884398908,0.512976980195513,1.3139038361893012
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Full common configuration,Full common configuration,XGBoost,P101,0.580018501387604,0.5991006137878365,0.5954446572487774,0.5991006137878365,0.5657401754892641,1.7938516358983105
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Full common configuration,Full common configuration,XGBoost,P102,0.773320895522388,0.770131939649548,0.7676755159835048,0.770131939649548,0.736642645299303,0.6641124767251537
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Full common configuration,Full common configuration,XGBoost,P105,0.6482412060301508,0.6384494167735345,0.6700175214098905,0.6384494167735345,0.6136596497426078,0.912069605834297
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Full common configuration,Full common configuration,XGBoost,P106,0.6771217712177122,0.6740532403957166,0.5972076722431415,0.6740532403957166,0.6283133713790815,0.947520208235539
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Full common configuration,Full common configuration,XGBoost,P107,0.5219206680584552,0.4962869162964263,0.49036256408986034,0.4962869162964263,0.484727542944485,1.9409672801228843
MHEALTH -> PAMAP2-6g,Magnitude only - raw,Full common configuration,Full common configuration,XGBoost,P108,0.5755968169761273,0.5649139352039368,0.5333122444669067,0.5649139352039368,0.514438907189895,1.5360369068402615
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest acceleration,Chest acceleration,XGBoost,P101,0.40795559666975023,0.4165427910287456,0.30638589894572005,0.4165427910287456,0.33628590231332867,1.8563905198197435
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest acceleration,Chest acceleration,XGBoost,P102,0.5167910447761194,0.5335292522677703,0.4329587227340104,0.5335292522677703,0.45145477210454094,1.590659035363862
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest acceleration,Chest acceleration,XGBoost,P105,0.5536013400335008,0.5409423565725074,0.4492043917036381,0.5409423565725074,0.4640036892224911,1.386500204634662
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest acceleration,Chest acceleration,XGBoost,P106,0.3837638376383764,0.38868251020994765,0.3092362863745352,0.38868251020994765,0.3241017055018243,2.195753473518611
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest acceleration,Chest acceleration,XGBoost,P107,0.4509394572025052,0.46037347213832375,0.3226488687628806,0.46037347213832375,0.33069684896641954,1.5153461436348625
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest acceleration,Chest acceleration,XGBoost,P108,0.4438549955791335,0.46072634862025624,0.34369861810317176,0.46072634862025624,0.3615872201034232,1.66335373377479
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,XGBoost,P101,0.4616096207215541,0.47205307770976845,0.36831572372027294,0.47205307770976845,0.3598952607151178,1.681457636125374
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,XGBoost,P102,0.41511194029850745,0.4818144708981815,0.43323614063052157,0.4818144708981815,0.3465351402609915,1.9593845930416673
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,XGBoost,P105,0.509212730318258,0.49415672732310045,0.40057405084735626,0.49415672732310045,0.40436221791413846,1.6294795910746005
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,XGBoost,P106,0.559040590405904,0.5651961295500941,0.4266431610041475,0.5651961295500941,0.476705306624289,1.3875431743618205
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,XGBoost,P107,0.2839248434237996,0.4150683453742303,0.36746204365949614,0.4150683453742303,0.24738082755633897,2.279832326571698
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration,Ankle acceleration,XGBoost,P108,0.4969053934571176,0.5180170789784052,0.4131790272064797,0.5180170789784052,0.4167027868898128,1.5866011832438611
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P101,0.47363552266419984,0.48610459995801203,0.4167471853476632,0.48610459995801203,0.39714707893339246,1.9481471123067398
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P102,0.353544776119403,0.4230979275121231,0.3260514696768193,0.4230979275121231,0.317466500264551,2.389987182546464
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P105,0.5577889447236181,0.5569463325625409,0.49167385089877663,0.5569463325625409,0.5023283663258308,1.8963987334811605
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P106,0.5728782287822878,0.5765237256167647,0.5245057194122431,0.5765237256167647,0.5232617585248337,1.8166119471910411
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P107,0.29123173277661796,0.4195614635791805,0.38058514599554427,0.4195614635791805,0.2676243826880441,2.7405531792692455
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P108,0.48629531388152075,0.5072828604592751,0.4646094846546031,0.5072828604592751,0.4264465343394452,1.8921240150347283
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P101,0.5309898242368177,0.5474287811354147,0.4676355253123911,0.5474287811354147,0.48348187460500885,1.3016223934971225
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P102,0.5065298507462687,0.5395112888102492,0.4304460928327088,0.5395112888102492,0.46102322233057996,1.298854211895517
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P105,0.5569514237855946,0.5305881315191358,0.42932234112397866,0.5305881315191358,0.4721195671397807,1.3733532167244227
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P106,0.4252767527675277,0.4322093406648844,0.33947269661093493,0.4322093406648844,0.37191176983981283,1.6409510627314594
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P107,0.453027139874739,0.5029907089318464,0.4052871829460023,0.5029907089318464,0.3917879025137472,1.524147285225825
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P108,0.5190097259062776,0.5224150144357307,0.4486266171966536,0.5224150144357307,0.4632592383319089,1.3598657076628256
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Full common configuration,Full common configuration,XGBoost,P101,0.5568917668825162,0.5732008153662748,0.5113645907473211,0.5732008153662748,0.493254988397021,1.376345110916771
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Full common configuration,Full common configuration,XGBoost,P102,0.47947761194029853,0.516520290159537,0.4193303398663148,0.516520290159537,0.4155808336028579,1.4586993261024521
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Full common configuration,Full common configuration,XGBoost,P105,0.5912897822445561,0.5635675942542359,0.5229065415690323,0.5635675942542359,0.49731531468187895,1.4510829533128287
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Full common configuration,Full common configuration,XGBoost,P106,0.4289667896678967,0.4352508242700028,0.38930292374619807,0.4352508242700028,0.36797855600149343,1.8637133383001323
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Full common configuration,Full common configuration,XGBoost,P107,0.4363256784968685,0.49570267510978633,0.46948366127406677,0.49570267510978633,0.3566077509741674,1.6824728609023158
MHEALTH -> PAMAP2-6g,Magnitude - domain z-score,Full common configuration,Full common configuration,XGBoost,P108,0.53315649867374,0.535867966572471,0.5168962346469335,0.535867966572471,0.4494675383639752,1.5273209450842322
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest acceleration,Chest acceleration,XGBoost,P101,0.4357076780758557,0.45691266220583976,0.3756327818012332,0.45691266220583976,0.4041757569034749,1.370415557217006
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest acceleration,Chest acceleration,XGBoost,P102,0.5559701492537313,0.578944000597824,0.46701311829394826,0.578944000597824,0.49758198009903665,1.2315569677647031
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest acceleration,Chest acceleration,XGBoost,P105,0.5703517587939698,0.5472095008345158,0.49752806050090803,0.5472095008345158,0.48600549676661764,1.2481789340807035
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest acceleration,Chest acceleration,XGBoost,P106,0.2896678966789668,0.2874159804800311,0.22186131177242432,0.2874159804800311,0.23570865297855348,2.1594100795663054
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest acceleration,Chest acceleration,XGBoost,P107,0.3173277661795407,0.40895778472081973,0.36093241077634675,0.40895778472081973,0.27575916979551024,1.787010395147241
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest acceleration,Chest acceleration,XGBoost,P108,0.3616268788682582,0.3637491340856816,0.2658996635478244,0.3637491340856816,0.3012345105697117,1.6908900324248057
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,XGBoost,P101,0.4431082331174838,0.45332088591714975,0.31711910039469626,0.45332088591714975,0.341556562380324,2.2017402482918946
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,XGBoost,P102,0.3843283582089552,0.45077491064273784,0.3107544132323868,0.45077491064273784,0.32319253263730485,2.4141297146552367
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,XGBoost,P105,0.5159128978224455,0.4956589528964175,0.4701420454119198,0.4956589528964175,0.4156248641695341,1.8030394110784032
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,XGBoost,P106,0.5959409594095941,0.601022801807406,0.4732278318392349,0.601022801807406,0.5135177376568181,1.5325282134370608
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,XGBoost,P107,0.24217118997912318,0.38705873817670694,0.23506395230982088,0.38705873817670694,0.20809853079088722,3.0947718490916682
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration,Ankle acceleration,XGBoost,P108,0.4624226348364279,0.48887831452663916,0.36522258172267397,0.48887831452663916,0.38772154562247224,1.9493932700906769
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P101,0.5374653098982424,0.5587849245683786,0.4837914315092792,0.5587849245683786,0.512209713588128,1.786208781216109
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P102,0.4533582089552239,0.4880683247393689,0.402241178571013,0.4880683247393689,0.4261802895710121,1.9117854178585134
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P105,0.6733668341708543,0.6528198582957644,0.5661665979334077,0.6528198582957644,0.6003225638131836,1.4815660566552393
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P106,0.6328413284132841,0.6339419210613729,0.5969703754883395,0.6339419210613729,0.5938908651449241,1.5704426827648525
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P107,0.44467640918580376,0.44184140732392035,0.4093226602676116,0.44184140732392035,0.4016216979956928,1.9734862453694613
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Ankle acceleration and gyroscope,Ankle acceleration and gyroscope,XGBoost,P108,0.5702917771883289,0.5717055669365562,0.5256790647844888,0.5717055669365562,0.5182408719284395,1.5950082363904265
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P101,0.3996299722479186,0.41332665329983076,0.5129270370119708,0.41332665329983076,0.31739185282991855,1.7358520517151053
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P102,0.2994402985074627,0.37664369834778566,0.305379151388137,0.37664369834778566,0.22097770546539275,2.061218079332486
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P105,0.42629815745393634,0.40804287776386694,0.4281247558178813,0.40804287776386694,0.29887220104092777,1.6794479664605786
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P106,0.474169741697417,0.46483544884385425,0.5705942233792495,0.46483544884385425,0.34957496158157797,1.7997689068739866
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P107,0.2630480167014614,0.38628607734720016,0.3628848966031702,0.38628607734720016,0.19151736502335,2.630061957906691
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Chest and ankle acceleration,Chest and ankle acceleration,XGBoost,P108,0.34924845269672855,0.3874368775489863,0.4469293409202706,0.3874368775489863,0.24806990226739992,1.846077046568771
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Full common configuration,Full common configuration,XGBoost,P101,0.637372802960222,0.6602380258937365,0.6389132713909716,0.6602380258937365,0.6081214373063076,1.6667005986450527
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Full common configuration,Full common configuration,XGBoost,P102,0.6427238805970149,0.6510004465673135,0.5845643687416524,0.6510004465673135,0.6122258838055968,1.415246313781954
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Full common configuration,Full common configuration,XGBoost,P105,0.7353433835845896,0.7200162952962857,0.6598814629233027,0.7200162952962857,0.6759650833750118,1.3210639024682105
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Full common configuration,Full common configuration,XGBoost,P106,0.6217712177121771,0.6256756296574002,0.6041825496979248,0.6256756296574002,0.5990445302523385,1.5522199033607516
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Full common configuration,Full common configuration,XGBoost,P107,0.6471816283924844,0.6534968607541974,0.6650488768256898,0.6534968607541974,0.6246777694558211,1.6264674920618154
MHEALTH -> PAMAP2-6g,Magnitude - CORAL,Full common configuration,Full common configuration,XGBoost,P108,0.6162687886825818,0.6208802166730035,0.5425177066508414,0.6208802166730035,0.5631160464630381,1.5495475987540315
